Title,Company,Address,Posted In,Required Skills,Responsibilities,Requirements,Links
Sales Account Manager,Acmesaico,"Cairo, Egypt ",1 month ago,Full timeExperienced · 3 - 6 Yrs of Exp · Sales · Sales Skills · Sales Target · Communication · Presentation · Creative · Business Development · Sales/Retail,"Perform industry analysis in Government sector. | Quickly come up to speed and articulate industry trends, challenges, competitive landscape, and solution footprint that drives industry roadmaps. | Work with other subject matter experts to determine product fit for an industry. | Collaborate and work with inter-departmental teams, customers and technology vendors.   | Work effectively and cooperatively with the seniors leadership team. Partner with the other members of leadership team, to define and drive substantial parts of the customer experience. | Formulate how the roadmap will help in retaining existing customers, acquiring new customers and deepening market penetration by articulating the value proposition. | Commercial modelling: - Define and negotiate commercial solutions to complex and challenging customer business requirements; driving a value-based, not discount based conversation.  | Contractual negotiation:- Negotiate contractual terms and support the account team to close the transaction. | ","3 - 6 years of system integration sales experience. | Minimum 3 years experience in Government Sector. | Strategic thinker who can see the big picture but can still execute on detailed plans and get things done. | Creative in solutioning customer problems/requirements and be able to translate them for other stakeholders. | High energy, positive mindset, results-oriented, and looking to make a big impact | Ability to communicate effectively across different audiences from executive levels to engineers and end users. | Excellent communication, presentation and knowledge sharing skills. | ",https://wuzzuf.net/jobs/p/WB3Hs0mT3NXm-Sales-Account-Manager-Acmesaico-Cairo-Egypt?o=94&l=sp&t=sj&a=energy|search-v3|hpb
HSE Specialist - Oil & Gas,Deutschland Technology Limited,"Cairo, Egypt ",1 month ago,Full timeExperienced · 3+ Yrs of Exp · Quality · HSE · Safety · Health · Construction · Safety and Health · Quality Control · Quality Assurance · Computer Skills · Oil & Gas,Applying the Healthy & safety instructions on site  . | Reporting deficiencies and malfunctions of the safety system. | Ensure that employees comply with prevention and Healthy & safety instructions. | Watches out for the safety of all workers and works to protect them from entering hazardous situations. | Provide Monthly HSE reports. | ,Bachelor degree. | Minimum 3 years of experience as an HSE Specialist in the Oil & Gas field . | Hold a specialist occupational safety and health certification. | Ability to deal with people from different cultures and backgrounds. | Computer skills – full awareness of MS applications. | ,https://wuzzuf.net/jobs/p/zjMABEs7XWrN-HSE-Specialist---Oil-Gas-Deutschland-Technology-Limited-Cairo-Egypt?o=95&l=sp&t=sj&a=energy|search-v3|hpb
Drilling Engineer,Tawzef,"Cairo, Egypt ",1 month ago,Full timeExperienced · 10+ Yrs of Exp · Drilling · Engineering · Oil & Gas · Oil · Gas · Engineering - Oil & Gas/Energy,"Ensure regulatory ops compliance; Government Notifications & Interactions (including environmental impact assessment; Permits to Drill the well, P&A, etc.) as needed. | Involved in liaison with regulatory authorities and service companies. | Procurement of materials and services (Tenders preparations and evaluation: Work requisitions). | Cost estimates and cost control & Invoices Verification of services received: | ",10+ years of experience in this field | ,https://wuzzuf.net/jobs/p/wPjtphEV0M2l-Drilling-Engineer-Tawzef-Cairo-Egypt?o=96&l=sp&t=sj&a=energy|search-v3|hpb
Senior Sales Specialist - Digital Marketing,Cord Digital,"Mohandessin, Giza, Egypt ",1 month ago,Full timeExperienced · 4 - 8 Yrs of Exp · Digital Marketing · Marketing · Sales · Sales Skills · Sales Target · Client Relationships · Sales Planning · Microsoft Office · Sales Management · Computer Skills,"Sells the company services by establishing contact and developing relationships with prospects; recommending solutions.. | The sales executive will get full data from the marketing department about potential customers in order to finalize the deals as well as receive direct calls and emails from potential customers daily. | Maintains relationships with clients by providing support, information, and guidance; researching and recommending new opportunities; recommending profit and service improvements. | Contributes to team effort by accomplishing related results as needed. | Prepares reports by collecting, analyzing, and summarizing information. | ","Presentation Skills, Client Relationships, Emphasizing Excellence, Energy Level, Negotiation, Prospecting Skills, Meeting Sales Goals, Creativity, Sales Planning, Independence, Motivation for Sales. | Excellent in English speaking and writing. | Good knowledge about Advertising, Digital Marketing, Websites, Multimedia, and Animations. | The accepted person will sign a contract with governmental insurance, a good basic salary + high commission for each deal on monthly basis during the contracts periods  | ",https://wuzzuf.net/jobs/p/CS5BSxynnBd1-Senior-Sales-Specialist---Digital-Marketing-Cord-Digital-Giza-Egypt?o=97&l=sp&t=sj&a=energy|search-v3|hpb
Digital Marketing Executive,Magints,"Cairo, Egypt ",1 month ago,Full timeExperienced · 3+ Yrs of Exp · Digital Marketing · Marketing · Social Media · Digital · Communication · Media · Digital Media · Google Analytics · Arabic · Microsoft Office,"Assist to deliver marketing strategy across all digital channels including website, social media, paid media, SEO, marketing automation, | Create and implement organic and paid digital marketing campaigns that engage, inform and motivate on different platforms. | Actively contribute in updating and improving the different social channels, website and other communication channels for better user engagement and conversion. | Monitor and manage email deliverability, improve click-through-rates, open-rates, and metrics in regard to email as a channel through A/B testing, subject line optimization, consulting and recommendations to marketing colleagues and more. | Work with business growth and sales teams to leverage core service offerings and marketing content towards others needs for growth on lead generation programs. | Staying updated with industry and market trends and best practices & improvements in tools used/new better tools to introduce. | Properly and accurately analyze and report on data coming from marketing activities results against defined goals. | ","3+ years of experience as a Digital Marketing Specialist | BSc degree in Marketing, Communication, Digital Media or relevant field | Familiar with software development and professional technology services industry and B2B vs. B2C models | Proficiency of lingual skills in both written and spoken Arabic and English | In-depth knowledge of the following (keywords research and Google Analytics & Google Ads, Facebook Ads Manager & Business Manager, Mailchimp, | Familiarity with email distribution platforms, such as Mail Chimp | Experience in Website optimization tools and conversion tracking (UTM links, etc.) | Experience in Photoshop and any media editing software is a plus | HTML and CSS knowledge is an important plus | Proficiency in Microsoft Office Applications (especially Excel) and Internet researching | An ability to multitask and perform under tight deadlines | Strong analytical skills | Strong verbal and written communication skills | Superior organizational, problem-solving and attention-to-detail skills | ",https://wuzzuf.net/jobs/p/qIaCesBOKNhb-Digital-Marketing-Executive-Magints-Cairo-Egypt?o=98&l=sp&t=sj&a=energy|search-v3|hpb
Account Manager Software,Smartella,"Cairo, Egypt ",6 days ago,Full timeExperienced · 3+ Yrs of Exp · Communications · Time management · English · Microsoft Office · Management · Skills · Project Manager · Information Technology (IT) · Project Management · Training,Smartella is a software company based in the UK with an office based in Cairo. | Smartella is expanding its Cairo operations and is looking to hire a responsible an experienced accounts manager to provide both technical and on-boarding support to customers using Smartella's leading edge EdTech platform. | ,"Proven work experience as an accounts manager | Knowledge of office management systems and procedures | MS Office, project management and English proficiency | Outstanding organisational and time management skills | Up-to-date with the latest office gadgets and applications | Ability to multitask and prioritize daily workload | Excellent verbal and written communications skills | Discretion and confidentiality | Important: Advanced level of English language skills required, both verbal and written. | ",https://wuzzuf.net/jobs/p/EQkXUXl1742T-Account-Manager-Software-Smartella-Cairo-Egypt?o=99&l=sp&t=sj&a=energy|search-v3|hpb
Media Relations Executive,Publicist Inc,"Zamalek, Cairo, Egypt ",1 month ago,Full timeExperienced · 2 - 4 Yrs of Exp · Media · PR · Public Relations (PR) · Marketing · Social Media · Campaigns · Marketing/PR/Advertising · Media/Journalism/Publishing,"Outreach to press including but not limited to: | Press release distribution and coverage follow up | Pitching stories and securing interviews and / or features  | Maintaining solid and long-term relationships with media. | Cultivating new relationships with the media as well as solidifying existing ones via media visits, phone-calls etc. | Preparing regular media reports after major activations to assess impact of our relationships with the media | Regular (monthly) updating of our media lists by category | Prepare target media lists for client account teams | Tailoring press releases according to targeted media to make it more ‘sellable’ | Promoting news stories and features to the media. | Reading and evaluating media coverage. | Onsite management of campaigns including press conferences and client events. | ","You are self-driven and proactive and can come up with different ideas to promote client accounts | You have the creative skills and the energy, drive and passion to make things happen | You can demonstrate a clear understanding of the core principles of PR and the local media landscape | You maintain a strong connection with the press, bloggers, ‘tweeps’, and other influencers in relation to client's PR campaigns. | You have sound knowledge of your clients’ industries, in terms of key facts and related industries, and will be proficient in demonstrating this knowledge to the press. | You understand the difference between proactive and reactive PR and will be able to create PR opportunities for your clients. | You demonstrate good time management and organization skills. | You have the ability to take on reliable project ownership. | You are a team player.  | ",https://wuzzuf.net/jobs/p/adtGJdgab7cW-Media-Relations-Executive-Publicist-Inc-Cairo-Egypt?o=100&l=sp&t=sj&a=energy|search-v3|hpb
"Sales Representative - Oil & Grease (Portsaid, Ismailia, Domietta)",Industrial Technical Services Center (ELZahed),"10th of Ramadan City, Cairo, Egypt ",1 month ago,Full timeEntry Level · 0 - 3 Yrs of Exp · Sales · Lubricant · Grease · Engineering · Mechanical Engineering · Sales Skills · Sales Target · Oil & Grease · Outdoor Sales · English,"Maintaining and developing good relationships with existing customers through phone calls and in-person meeting | Following up with customers by focusing on after sale stage | Making use of all sales offer including upsells, upgrades and add-ons for current customers | Opening New Market | Submission of daily report to sales manager | Submission of quarter report including all the market update | Making a pipeline for their concerned area | Reviewing of pipeline with sales manager weekly | Quarter sales target | Weekly sales meeting | Arranging meeting with potential clients to attract and lute in new business | Following up with customer to guarantee payment of invoices on time | Sales Engineer should be able to give training sessions to customers about all products different features and explain to customer benefits of having an upgrades | Engaging in weekly visits to customers' site and gather information | Update Customer Database (Mapping) | Sales area “ Poertsaid, Ismailia & Domietta” | ","Bachelor Degree in Engineer | Having a Car is a must | From 0-3 years of sales experience. | Should be residents of Ismailia, Portsaid, Domietta | Finished Military Service | Good Appearance | English very good Speaker | Friendly | Sales Skills | Technical Background | Adherence and Commitment to Work Schedules | ",https://wuzzuf.net/jobs/p/BzYuHHv43rYM-Sales-Representative---Oil-Grease-Portsaid-Ismailia-Domietta-Industrial-Technical-Services-Center-ELZahed-Cairo-Egypt?o=101&l=sp&t=sj&a=energy|search-v3|hpb
Online Store Logistics Specialist,Confidential -,"Mohandessin, Giza, Egypt ",1 month ago,Full timeExperienced · 2 - 3 Yrs of Exp · Logistics · Sales · Online Store · Sales/Retail,"Execute a logistics plan to move products and packages to reach destinations as fast as possible. | Manage daily routes of shipments and deliveries, and track the progress to ensure delivery on time. | Conduct a cost analysis of several shipping companies in order to select one that is cost-efficient and able to handle the shipment loads. | Direct, optimize and coordinate full order cycle | ","Minimum of 2-3 years of experience  | 4-year University degree or equivalent experience | Highly motivated and driven self-starter with a history of achievement in personal and work goals | Excellent relationship building skills with a strong sense of curiosity. Possesses an innate ability to extract information and business requirement from prospects | Tremendous time management and organization skills; Detail-oriented and thorough | High degree of persistence and follow-up | Positive and energetic phone skills and excellent listening skills | Excellent written & verbal communication skills | Strong problem-solving and analytical skills | Ability to quickly understand and demonstrate technology and business value propositions | The desire to work in a high-energy, fast-paced, team environment | Savvy using software tools and systems (MS Office, Social Media, sales or marketing automation, other) | ",https://wuzzuf.net/jobs/p/m4rt84eSm055-Online-Store-Logistics-Specialist-Giza-Egypt?o=102&l=sp&t=sj&a=energy|search-v3|hpb
Office Messenger/Runner,Confidential -,"Nasr City, Cairo, Egypt ",5 days ago,Full timeExperienced · 2+ Yrs of Exp · Messenger · Courier · Logistics · Supply Chain · Customer Service/Support · Logistics/Supply Chain,"Messengers pick up and carry messages, packages and other items to specific locations. Travel can be accomplished by foot, bike, motorcycle, vehicle or public transportation. Messengers are trusted for their ability to make deliveries as ordered with their in-depth knowledge of the preferred practices of the industry or their employers. | Depended on for their efficiency, Messengers have to plan the best routes for their deliveries.  | Messengers can find work in courier and messenger companies, as a staff member in a specific company or as a sole proprietor of their own business. Demand for Messengers is expected to increase up to 9 percent through 2024, the Bureau of Labor Statistics reports, with a maximum of 4,999 job openings each year due to new businesses and firms needing messenger services. | ",Messengers are often tasked with transporting documents dealing with all types of sensitive and confidential information. A strict commitment to deliver the documents without viewing or revealing any of the information is necessary. Companies and businesses depend on the integrity of Messengers as they handle this type of material. | ,https://wuzzuf.net/jobs/p/T9jb78vuVxUz-Office-MessengerRunner-Cairo-Egypt?o=103&l=sp&t=sj&a=energy|search-v3|hpb
Purchasing Manager,Egypt for Panel and Steel Industries S.A.E,"6th of October, Giza, Egypt ",14 days ago,Full timeManager · 8 - 15 Yrs of Exp · Purchasing · Procurement · Supply Chain · Supply · Logistics · Management · English · Business Administration · Business · Customer Service,"Adopting the necessary operational plans to manage the company's needs of various materials and raw materials in accordance with the quality standards specified for each of them, at the lowest cost, and in a manner that ensures the preservation of the supply of production and operation processes with these materials at the appropriate times specified in the plans and programs of these operations. |  Evaluate and approve the plans and programs prepared for the operations of purchasing the company's needs of materials and raw materials, whether from inside or from abroad, including the cost of purchasing these materials and raw materials with the specified quality for each, in the appropriate quantity and at the right price, and at the right time, and from appropriate procurement sources and following up the implementation of those plans and programs, including It is mandated to achieve the goals with the required efficiency and effectiveness.  | Follow up the implementation of the plans and programs prepared to fulfill the stores by supplying the production and operation operations of the company with its need of materials and tasks in the specified quantities and at the appropriate time, in accordance with the plans and programs of these operations, and following up the implementation of those plans and programs in a way that ensures that the production and operation operations are supplied with their needs of materials and raw materials without delay or Interruption. | Participation (sales - financial - production) setting up plans and programs for disposing of stagnant, spoiled, exhaust, or obsolete stock in order to enable the company to obtain the largest possible return as a result of its disposal and offer to the executive director to take the necessary action in that regard.  | Follow up of plans and programs prepared to monitor the management of the company's production and operation needs of materials and tasks in the quantities and times specified in the plans and programs of these operations. | Using and evaluating cost reduction methods as a strategic objective and determining the most appropriate procurement policy.  | Preparing reports on the follow-up and evaluation of the results of the implementation of the plans and programs of purchase and storage within the framework of the plan to manage the needs and requirements of the company in terms of materials and raw materials to determine the extent to which those plans and programs achieve their specified goals, and present these reports to the Executive Director.  | Participate in developing long-term expansion plans, developing an annual investment plan, and overseeing the preparation of detailed studies and studies for expansion, replacement and development projects for the company's automatic energies. | Coordinate and review the commercial terms of the suppliers with the Financial Director.  | Preparing periodic follow-up reports for production plans and coordinating with the General Director of Factories to implement these plans and remove obstacles.  | He reviews the periodic reports prepared by his subordinates, and prepares reports of the operational problems and obstacles that he faces and proposals to avoid them in the future, which are presented to the Executive Director.  | Preparing a report for the Executive Director at the end of the month regarding the implementation of the required tasks, what will be postponed, and the reasons for this postponement. | Responsible for evaluating all employees according to the evaluation system procedures and sending those evaluations on the specified dates. | ","Academic qualification: - An appropriate high qualification, preferably a Bachelor's degree in Business Administration, and a Master's degree MBA. | Practical Experience: - 8 :15 years of experience in the field of supply, procurement, and warehouse management in factories. | Certificate specialized in the supply chain | Artistic skills | Good knowledge of the company's products, production and maintenance requirements | Excellent management and coordination skills. | Excellent understanding of supply chain methodologies, trends and processes. | To have high negotiation skills. | Familiarity with computer applications, especially Office programs. | Vision & Strategic Thinking  | Customer Orientation  | Results Orientation | Team work building  | Problem Solving | Planning & Organizing & Follow up  | Decision-making | Coaching & Leading People  | Change Leadership  | Financial Management  | Consultation Skills  | Conflict Resolution Skills  | Reporting and Analytics | Proficiency in the English language. | ",https://wuzzuf.net/jobs/p/NijAHYQqAqUh-Purchasing-Manager-Egypt-for-Panel-and-Steel-Industries-S-A-E-Giza-Egypt?o=104&l=sp&t=sj&a=energy|search-v3|hpb
Computer Instructor,Ultratech Solutions,"New Cairo, Cairo, Egypt ",1 month ago,Full timePart timeFreelance / ProjectEntry Level · 1 - 5 Yrs of Exp · Teaching · Training · Education · Computer Skills · Computer Science · Computer · IT/Software Development · Education/Teaching · Training/Instructor,"Computer instructor for kids and teens with age between (6-18) years in Technotopia academy, loves the work and knows how to deal with children in a professional and friendly way. | ","Hyperactivity & Flexibility in dealing with Kids and teens with an age that ranges between (6 -18) | Highly effective Verbal Communication, interpersonal, and listening skills. | Excellent teaching & Instructional skills. | Self-Development and fast learning skills in order to study, practice, and develop the classroom experience all the way. | Monitor kids Progress in sessions and handle feedback. | Able to perform technical projects, simplify and transfer the technical knowledge to students. | Energetic, responsible, detail-conscious with a caring nature for education and providing the right learning process for every student. | Patient and Solutions oriented. | Ability to manage the classroom with the required safety standards. | Ability to multi-task and work effectively in high energy, fast-paced environment. | Ability to Work with the curriculum development team to develop, edit, and suggest different educational projects. | Excellent organizational and presentation skills. | Excellent command of spoken English. | High tolerant and adaptable to constant change resulting from our rapid growth. | ",https://wuzzuf.net/jobs/p/nY3zEAZ5MoVA-Computer-Instructor-Ultratech-Solutions-Cairo-Egypt?o=105&l=sp&t=sj&a=energy|search-v3|hpb
